Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,mileage,Engine_class
BMW,5 Series,2002,Sedan,302441,2200,Petrol,Automatic,5699,20,15122,medium,Mid-capacity
Lexus,RX Series,2006,SUV,190306,3300,Metan/Propan,Automatic,10499,16,11894,medium,Mid-capacity
Opel,Astra,2013,Universal,141024,1300,Diesel,Manual,7999,9,15669,medium,Low-capacity
BMW,5 Series,2010,Sedan,258929,2000,Diesel,Automatic,15900,12,21577,high,Mid-capacity
Toyota,Avensis,2012,Universal,178167,2000,Diesel,Manual,11499,10,17816,medium,Mid-capacity
Honda,CR-V,2002,Crossover,299187,2000,Metan/Propan,Manual,6599,20,14959,medium,Mid-capacity
Nissan,Qashqai,2010,Crossover,118056,1500,Diesel,Manual,9799,12,9838,low,Low-capacity
Renault,Grand Scenic,2013,Minivan,231308,1500,Diesel,Automatic,8799,9,25700,high,Low-capacity
Audi,A7,2011,Sedan,146788,3000,Petrol,Automatic,25000,11,13344,medium,Mid-capacity
Ford,Fusion,2016,Sedan,148567,2000,Hybrid,Automatic,14599,6,24761,high,Mid-capacity
Toyota,Corolla,2014,Sedan,55156,1329,Petrol,Manual,8699,8,6894,low,Low-capacity
Volvo,XC60,2016,Crossover,166000,2400,Diesel,Automatic,21500,6,27666,high,Mid-capacity
Toyota,Prius,2013,Universal,73400,1800,Hybrid,Automatic,9799,9,8155,low,Mid-capacity
Lexus,GS Series,2016,Sedan,119687,2500,Hybrid,Automatic,28999,6,19947,high,Mid-capacity
Volkswagen,Golf,2003,Hatchback,223920,1600,Petrol,Automatic,4799,19,11785,medium,Low-capacity
Mercedes,B Class,2014,Universal,165249,1500,Diesel,Automatic,11499,8,20656,high,Low-capacity
Hyundai,Santa FE,2014,Crossover,128996,2000,Petrol,Automatic,13499,8,16124,medium,Mid-capacity
Ford,Fusion,2018,Sedan,105133,2000,Hybrid,Automatic,15900,4,26283,high,Mid-capacity
Mitsubishi,Outlander,2005,SUV,270740,2000,Petrol,Manual,6999,17,15925,medium,Mid-capacity
Dodge,Ram,2004,Pickup,133528,3700,Petrol,Automatic,11399,18,7418,low,Large-capacity
Hyundai,Sonata,2015,Sedan,83853,2000,Hybrid,Automatic,12999,7,11979,medium,Mid-capacity
Dacia,Duster,2017,Crossover,30349,1200,Petrol,Manual,9799,5,6069,low,Low-capacity
Dacia,Lodgy,2013,Universal,163152,1200,Petrol,Manual,5199,9,18128,medium,Low-capacity
Ford,Puma,2020,Crossover,6069,1500,Diesel,Manual,23900,2,3034,low,Low-capacity
Renault,Talisman,2016,Sedan,124249,1500,Diesel,Automatic,12899,6,20708,high,Low-capacity
Renault,Megane,2014,Universal,228156,1500,Diesel,Manual,7499,8,28519,high,Low-capacity
Skoda,Kodiaq,2017,Crossover,35727,2000,Petrol,Automatic,23999,5,7145,low,Mid-capacity
Opel,Vectra,1997,Universal,256000,1600,Petrol,Manual,2999,25,10240,low,Low-capacity
Volkswagen,Touareg,2006,SUV,262323,2500,Diesel,Automatic,8450,16,16395,medium,Mid-capacity
Skoda,Fabia,2016,Hatchback,19209,1600,Petrol,Manual,9799,6,3201,low,Low-capacity
Skoda,Fabia,2005,Universal,294918,1400,Diesel,Manual,4299,17,17348,medium,Low-capacity
Skoda,Fabia,2004,Universal,167736,1400,Petrol,Manual,3799,18,9318,low,Low-capacity
Opel,Astra,2008,Universal,169669,1400,Petrol,Manual,5799,14,12119,medium,Low-capacity
Honda,Accord,2018,Sedan,16303,1500,Petrol,Automatic,18999,4,4075,low,Low-capacity
Audi,Q7,2009,Crossover,284336,3000,Diesel,Automatic,24900,13,21872,high,Mid-capacity
Land Rover,Discovery Sport,2015,Crossover,93666,2200,Diesel,Automatic,23499,7,13380,medium,Mid-capacity
Audi,Q5,2013,Crossover,64263,2000,Hybrid,Automatic,20999,9,7140,low,Mid-capacity
Dacia,Duster,2011,Crossover,249485,1500,Diesel,Manual,7199,11,22680,high,Low-capacity
BMW,5 Series,2017,Sedan,72084,2000,Diesel,Automatic,41500,5,14416,medium,Mid-capacity
Toyota,Avensis,2006,Universal,331336,2200,Diesel,Manual,7599,16,20708,high,Mid-capacity
Skoda,Superb,2014,Sedan,181410,2000,Diesel,Automatic,13999,8,22676,high,Mid-capacity
BMW,3 Series,2015,Sedan,143115,2000,Hybrid,Automatic,19499,7,20445,high,Mid-capacity
Ford,Fusion,2018,Sedan,35654,2000,Plug-in Hybrid,Automatic,20999,4,8913,low,Mid-capacity
Lexus,Es Series,2013,Sedan,199925,2500,Hybrid,Automatic,16900,9,22213,high,Mid-capacity
Porsche,Cayenne,2011,Crossover,225124,3000,Hybrid,Automatic,22499,11,20465,high,Mid-capacity
Toyota,Avensis,2010,Universal,237421,2000,Diesel,Manual,9499,12,19785,high,Mid-capacity
Dacia,Logan,2007,Sedan,215067,1500,Diesel,Manual,2399,15,14337,medium,Low-capacity
Volkswagen,Passat,2014,Universal,184689,1600,Diesel,Manual,12999,8,23086,high,Low-capacity
Subaru,Impreza,2007,Universal,133662,2500,Petrol,Manual,5199,15,8910,low,Mid-capacity
Fiat,500,2011,Hatchback,137527,1400,Petrol,Manual,7299,11,12502,medium,Low-capacity
Toyota,Prius,2015,Sedan,137322,1800,Hybrid,Automatic,9799,7,19617,high,Mid-capacity
Toyota,Corolla,2006,Hatchback,252200,1400,Diesel,Automatic,6699,16,15762,medium,Low-capacity
Volkswagen,Touran,2010,Minivan,212563,1400,Petrol,Manual,8899,12,17713,medium,Low-capacity
Renault,Grand Scenic,2012,Minivan,156468,1500,Diesel,Automatic,8799,10,15646,medium,Low-capacity
Volkswagen,Passat,2010,Universal,161075,1400,Petrol,Manual,7199,12,13422,medium,Low-capacity
Honda,Accord,2003,Sedan,240367,2000,Petrol,Manual,5799,19,12650,medium,Mid-capacity
Toyota,Tacoma,2018,Pickup,76957,3500,Petrol,Automatic,34500,4,19239,high,Large-capacity
Ford,Focus,2015,Universal,182321,1500,Diesel,Manual,8499,7,26045,high,Low-capacity
Skoda,Superb,2014,Sedan,199494,2000,Diesel,Automatic,13999,8,24936,high,Mid-capacity
Hyundai,Santa FE,2011,Crossover,162977,2200,Diesel,Automatic,13500,11,14816,medium,Mid-capacity
Subaru,Impreza,1993,Universal,171125,1800,Petrol,Manual,5399,29,5900,low,Mid-capacity
Porsche,Cayenne,2005,Crossover,224943,3200,Metan/Propan,Automatic,14999,17,13231,medium,Mid-capacity
Hyundai,Sonata,2017,Sedan,41624,2000,Hybrid,Automatic,17899,5,8324,low,Mid-capacity
Toyota,Camry,2008,Sedan,145454,2362,Metan/Propan,Automatic,7599,14,10389,medium,Mid-capacity
Skoda,Fabia,2009,Sedan,315836,1400,Metan/Propan,Manual,3799,13,24295,high,Low-capacity
Toyota,Corolla,2018,Sedan,52088,1600,Petrol,Automatic,14999,4,13022,medium,Low-capacity
BMW,X3,2013,Crossover,135000,2000,Petrol,Automatic,18800,9,15000,medium,Mid-capacity
Toyota,Highlander,2011,SUV,186585,3500,Petrol,Automatic,17499,11,16962,medium,Large-capacity
Toyota,Auris,2011,Hatchback,200775,1800,Hybrid,Automatic,8799,11,18252,medium,Mid-capacity
Toyota,Avensis,2014,Sedan,120829,2000,Diesel,Manual,12499,8,15103,medium,Mid-capacity
Mercedes,CLS Class,2005,Coupe,208702,3500,Metan/Propan,Automatic,10999,17,12276,medium,Large-capacity
BMW,5 Series,2001,Sedan,316195,2500,Diesel,Automatic,5499,21,15056,medium,Mid-capacity
Audi,A5,2012,Coupe,140000,2000,Petrol,Automatic,15700,10,14000,medium,Mid-capacity
Ford,Maverick,2004,Crossover,229903,2300,Petrol,Manual,5799,18,12772,medium,Mid-capacity
Renault,Kadjar,2015,Crossover,130042,1500,Diesel,Automatic,13499,7,18577,medium,Low-capacity
Lexus,RX Series,2015,Crossover,61768,3500,Hybrid,Automatic,40299,7,8824,low,Large-capacity
Mazda,CX-5,2012,Crossover,102326,2000,Petrol,Automatic,13999,10,10232,low,Mid-capacity
Lexus,RX Series,2014,Crossover,190000,3500,Hybrid,Automatic,27199,8,23750,high,Large-capacity
Land Rover,Discovery,2005,SUV,251018,2700,Diesel,Automatic,10999,17,14765,medium,Mid-capacity
Renault,Espace,2004,Universal,237285,2000,Metan/Propan,Manual,4799,18,13182,medium,Mid-capacity
Ford,Fusion,2015,Sedan,129868,2000,Petrol,Automatic,13499,7,18552,medium,Mid-capacity
Renault,Megane,2015,Universal,233382,1500,Diesel,Manual,8199,7,33340,high,Low-capacity
BMW,X5,2011,Crossover,190738,3000,Diesel,Automatic,27999,11,17339,medium,Mid-capacity
Toyota,Auris,2012,Hatchback,169269,1800,Hybrid,Automatic,9399,10,16926,medium,Mid-capacity
KIA,Sorento,2007,Crossover,222000,2500,Diesel,Automatic,9999,15,14800,medium,Mid-capacity
Audi,A6,2016,Sedan,71138,3000,Petrol,Automatic,29499,6,11856,medium,Mid-capacity
Mercedes,Vito,2011,Minivan,375683,2200,Diesel,Manual,10499,11,34153,high,Mid-capacity
Renault,Scenic,2014,Minivan,135120,1500,Diesel,Manual,8999,8,16890,medium,Low-capacity
Skoda,Fabia,2011,Hatchback,111831,1200,Diesel,Manual,5699,11,10166,low,Low-capacity
Ford,Mustang,2019,Coupe,38444,2300,Petrol,Automatic,26999,3,12814,medium,Mid-capacity
Ford,Galaxy,2006,Universal,388465,2000,Diesel,Manual,7499,16,24279,high,Mid-capacity
Skoda,Octavia,2012,Universal,192282,1800,Petrol,Automatic,7799,10,19228,high,Mid-capacity
Volkswagen,Golf,2014,Hatchback,137000,1200,Petrol,Automatic,8899,8,17125,medium,Low-capacity
Volvo,XC90,2019,Crossover,31907,2000,Diesel,Automatic,52999,3,10635,medium,Mid-capacity
Renault,Laguna,2013,Sedan,299208,1500,Diesel,Manual,5999,9,33245,high,Low-capacity
Nissan,Terrano,1995,SUV,282154,2700,Diesel,Manual,6999,27,10450,medium,Mid-capacity
Mercedes,E Class,2017,Sedan,141421,2000,Plug-in Hybrid,Automatic,26999,5,28284,high,Mid-capacity
Nissan,X-Trail,2016,Crossover,128409,1600,Diesel,Automatic,16400,6,21401,high,Low-capacity
Renault,Kadjar,2016,Crossover,184112,1500,Diesel,Automatic,12499,6,30685,high,Low-capacity
Skoda,Octavia,2009,Sedan,160898,1800,Petrol,Automatic,7799,13,12376,medium,Mid-capacity
Opel,Zafira,2003,Universal,220384,1800,Metan/Propan,Automatic,4099,19,11599,medium,Mid-capacity
Dacia,Lodgy,2013,Universal,137350,1500,Diesel,Manual,7499,9,15261,medium,Low-capacity
Honda,CR-V,2016,Crossover,98325,1600,Diesel,Manual,18699,6,16387,medium,Low-capacity
Mini,Cooper,2009,Hatchback,135935,1600,Petrol,Automatic,6799,13,10456,medium,Low-capacity
Toyota,Verso-S,2013,Hatchback,231861,1400,Diesel,Manual,7599,9,25762,high,Low-capacity
Renault,Trafic,2007,Universal,356049,2500,Diesel,Manual,7999,15,23736,high,Mid-capacity
BMW,X5,2017,Crossover,28341,2000,Diesel,Automatic,41499,5,5668,low,Mid-capacity
Toyota,Camry,2017,Sedan,86062,2500,Hybrid,Automatic,18599,5,17212,medium,Mid-capacity
Land Rover,Freelander,2003,Crossover,199999,1800,Petrol,Manual,4499,19,10526,medium,Mid-capacity
Toyota,Auris,2016,Universal,120194,1800,Hybrid,Automatic,12999,6,20032,high,Mid-capacity
Nissan,Qashqai,2014,Crossover,188272,1500,Diesel,Manual,12599,8,23534,high,Low-capacity
Opel,Antara,2011,Crossover,207536,2200,Diesel,Automatic,12699,11,18866,medium,Mid-capacity
Volkswagen,Passat,2015,Sedan,186000,1400,Plug-in Hybrid,Automatic,17499,7,26571,high,Low-capacity
Opel,Astra,2011,Universal,83473,1248,Diesel,Manual,8799,11,7588,low,Low-capacity
Toyota,Auris,2009,Hatchback,186146,1400,Petrol,Manual,6499,13,14318,medium,Low-capacity
Nissan,Juke,2012,Crossover,180302,1600,Petrol,Automatic,9999,10,18030,medium,Low-capacity
BMW,5 Series,2017,Sedan,52209,2000,Petrol,Automatic,29999,5,10441,medium,Mid-capacity
Nissan,Altima,2006,Sedan,222582,2500,Metan/Propan,Automatic,5699,16,13911,medium,Mid-capacity
Volkswagen,Passat,2013,Universal,146559,1400,Petrol,Manual,8599,9,16284,medium,Low-capacity
Volkswagen,Touareg,2011,Crossover,11111,3000,Diesel,Automatic,21499,11,1010,low,Mid-capacity
Dacia,Duster,2010,Crossover,164230,1500,Diesel,Manual,7199,12,13685,medium,Low-capacity
Rare,CS35PLUS,2020,Crossover,2030,1600,Petrol,Automatic,12499,2,1015,low,Low-capacity
Infiniti,Q Series,2016,Sedan,52000,2000,Petrol,Automatic,18499,6,8666,low,Mid-capacity
Lexus,CT Series,2015,Hatchback,147399,1800,Hybrid,Automatic,14499,7,21057,high,Mid-capacity
Volkswagen,Golf,2005,Hatchback,277000,1900,Diesel,Manual,6299,17,16294,medium,Mid-capacity
Ford,Focus,2016,Hatchback,99960,2000,Petrol,Automatic,8299,6,16660,medium,Mid-capacity
BMW,5 Series,1996,Sedan,334587,2000,Metan/Propan,Manual,3699,26,12868,medium,Mid-capacity
Toyota,Rav 4,2013,Crossover,100424,2000,Petrol,Automatic,16499,9,11158,medium,Mid-capacity
Volkswagen,Passat,2015,Sedan,186000,1400,Plug-in Hybrid,Automatic,17499,7,26571,high,Low-capacity
Opel,Astra,2011,Universal,83473,1248,Diesel,Manual,8799,11,7588,low,Low-capacity
Toyota,Auris,2009,Hatchback,186146,1400,Petrol,Manual,6499,13,14318,medium,Low-capacity
Mazda,626,1995,Sedan,297404,1800,Petrol,Manual,2199,27,11014,medium,Mid-capacity
BMW,5 Series,1991,Sedan,80000,2000,Petrol,Manual,5999,31,2580,low,Mid-capacity
Volkswagen,Golf,2012,Minivan,187000,1400,Petrol,Manual,7399,10,18700,medium,Low-capacity
Nissan,Sunny,1995,Sedan,433000,1400,Petrol,Manual,1499,27,16037,medium,Low-capacity
Jeep,Grand Cherokee,2006,SUV,336000,3000,Diesel,Automatic,11900,16,21000,high,Mid-capacity
Volkswagen,Jetta,2013,Sedan,172000,1400,Hybrid,Automatic,9199,9,19111,high,Low-capacity
Renault,Megane,2014,Universal,186000,1461,Diesel,Automatic,8399,8,23250,high,Low-capacity
Mitsubishi,ASX,2012,Crossover,98000,2000,Petrol,Automatic,10399,10,9800,low,Mid-capacity
Opel,Mokka,2015,Crossover,81870,1400,Petrol,Automatic,11499,7,11695,medium,Low-capacity
Volkswagen,Passat CC,2011,Sedan,130055,2000,Diesel,Automatic,12999,11,11823,medium,Mid-capacity
Toyota,Prius,2015,Hatchback,175513,1800,Hybrid,Automatic,9499,7,25073,high,Mid-capacity
Audi,A8,2011,Sedan,237184,3000,Diesel,Automatic,26999,11,21562,high,Mid-capacity
Hyundai,Tucson,2017,Crossover,32926,2000,Petrol,Automatic,14999,5,6585,low,Mid-capacity
Audi,A6,2011,Sedan,192002,2800,Petrol,Automatic,15499,11,17454,medium,Mid-capacity
Dacia,Sandero Stepway,2010,Minivan,129000,1500,Diesel,Manual,5999,12,10750,medium,Low-capacity
Dacia,Duster,2011,Crossover,165380,1500,Diesel,Manual,7999,11,15034,medium,Low-capacity
Renault,Megane,2015,Universal,221619,1500,Diesel,Manual,7999,7,31659,high,Low-capacity
Renault,Kadjar,2016,Crossover,140466,1500,Diesel,Automatic,14999,6,23411,high,Low-capacity
Mercedes,E Class,1999,Sedan,211116,2000,Petrol,Manual,5599,23,9178,low,Mid-capacity
Nissan,Qashqai,2008,Crossover,196816,1500,Diesel,Manual,7699,14,14058,medium,Low-capacity
Toyota,Avensis,2006,Universal,311662,1800,Petrol,Manual,6299,16,19478,high,Mid-capacity
Opel,Vivaro,2014,Microvan,217631,1600,Diesel,Manual,12499,8,27203,high,Low-capacity
Toyota,Auris,2015,Universal,187820,1800,Hybrid,Automatic,12299,7,26831,high,Mid-capacity
Citroen,Berlingo,2006,Minivan,329370,1900,Diesel,Manual,2999,16,20585,high,Mid-capacity
BMW,5 Series,2014,Universal,171203,2000,Petrol,Automatic,15999,8,21400,high,Mid-capacity
Peugeot,206,2010,Hatchback,158480,1500,Diesel,Manual,4199,12,13206,medium,Low-capacity
Skoda,Superb,2007,Sedan,160874,1800,Petrol,Manual,6700,15,10724,medium,Mid-capacity
BMW,X5,2015,Crossover,199000,2000,Diesel,Automatic,26500,7,28428,high,Mid-capacity
BMW,4 series,2015,Coupe,78305,2000,Petrol,Automatic,19999,7,11186,medium,Mid-capacity
Mitsubishi,Outlander,2004,Crossover,368491,2400,Metan/Propan,Automatic,5799,18,20471,high,Mid-capacity
Smart,Forfour,2015,Hatchback,59078,999,Petrol,Automatic,8699,7,8439,low,Microlitre
Honda,CR-V,2015,Crossover,126663,1600,Diesel,Automatic,20300,7,18094,medium,Low-capacity
Volkswagen,Golf,2017,Hatchback,32301,2000,Petrol,Automatic,18999,5,6460,low,Mid-capacity
Volkswagen,Touareg,2011,Crossover,224060,3000,Hybrid,Automatic,16499,11,20369,high,Mid-capacity
Audi,A6,2013,Sedan,191004,2800,Petrol,Automatic,19499,9,21222,high,Mid-capacity
Citroen,C3,2016,Hatchback,184919,1600,Diesel,Manual,6299,6,30819,high,Low-capacity
Mercedes,E Class,2007,Sedan,298696,2200,Diesel,Automatic,9299,15,19913,high,Mid-capacity
Renault,Clio,2016,Universal,174533,1500,Diesel,Manual,7599,6,29088,high,Low-capacity
Skoda,Octavia,2009,Universal,228853,1400,Petrol,Manual,6699,13,17604,medium,Low-capacity
Audi,A5,2009,Coupe,234254,3000,Diesel,Automatic,12499,13,18019,medium,Mid-capacity
Ford,C-Max,2013,Universal,183780,2000,Plug-in Hybrid,Automatic,10999,9,20420,high,Mid-capacity
Toyota,Auris,2016,Hatchback,147447,1800,Hybrid,Automatic,12499,6,24574,high,Mid-capacity
Skoda,Octavia,2012,Universal,147775,1400,Petrol,Manual,8299,10,14777,medium,Low-capacity
Toyota,Camry,2007,Sedan,156700,2400,Metan/Propan,Automatic,7399,15,10446,medium,Mid-capacity
Hyundai,Elantra,2013,Sedan,141387,1800,Metan/Propan,Automatic,8899,9,15709,medium,Mid-capacity
Seat,Toledo,2014,Sedan,97680,1400,Petrol,Automatic,8399,8,12210,medium,Low-capacity
Fiat,500,2012,Hatchback,177877,1400,Petrol,Manual,8399,10,17787,medium,Low-capacity
Skoda,Superb,2009,Sedan,216657,1400,Petrol,Manual,8899,13,16665,medium,Low-capacity
Mercedes,C Class,2012,Sedan,90097,1800,Petrol,Automatic,13499,10,9009,low,Mid-capacity
Audi,Q5,2012,Crossover,119475,2000,Hybrid,Automatic,15999,10,11947,medium,Mid-capacity
Skoda,Octavia,2012,Sedan,176637,1400,Petrol,Manual,7399,10,17663,medium,Low-capacity
Skoda,Octavia,2019,Sedan,25185,1400,Petrol,Manual,16699,3,8395,low,Low-capacity
Renault,Megane,2015,Universal,116913,1500,Diesel,Manual,8299,7,16701,medium,Low-capacity
Honda,CR-V,1998,Crossover,284637,2000,Metan/Propan,Automatic,4499,24,11859,medium,Mid-capacity
Renault,Grand Scenic,2005,Universal,164594,1500,Diesel,Manual,3999,17,9682,low,Low-capacity
Mercedes,M Class,2013,Crossover,144788,2200,Diesel,Automatic,27900,9,16087,medium,Mid-capacity
Toyota,Avensis,2010,Sedan,286406,2000,Diesel,Manual,8999,12,23867,high,Mid-capacity
Ford,Focus,2000,Sedan,191236,2000,Petrol,Manual,2199,22,8692,low,Mid-capacity
Skoda,Kodiaq,2019,Crossover,62110,2000,Diesel,Automatic,26500,3,20703,high,Mid-capacity
Lincoln,MKZ,2017,Sedan,140137,2000,Hybrid,Automatic,19499,5,28027,high,Mid-capacity
Opel,Insignia,2016,Sedan,153267,1600,Diesel,Automatic,12999,6,25544,high,Low-capacity
Skoda,Octavia,2014,Sedan,147013,2000,Diesel,Manual,14399,8,18376,medium,Mid-capacity
Skoda,Fabia,2016,Universal,58128,1200,Petrol,Manual,8699,6,9688,low,Low-capacity
Opel,Astra,2006,Hatchback,248747,1400,Petrol,Manual,4599,16,15546,medium,Low-capacity
Nissan,Qashqai+2,2010,Sedan,198644,1500,Diesel,Manual,9799,12,16553,medium,Low-capacity
Subaru,Forester,2009,Crossover,123000,2000,Petrol,Automatic,11499,13,9461,low,Mid-capacity
KIA,Rio X-Line,2018,Universal,93706,1600,Petrol,Automatic,11899,4,23426,high,Low-capacity
Seat,Ibiza,2011,Coupe,132124,1400,Petrol,Automatic,7499,11,12011,medium,Low-capacity
Hyundai,Tucson,2015,Crossover,89757,2000,Diesel,Automatic,19999,7,12822,medium,Mid-capacity
Volkswagen,Tiguan,2009,Crossover,97886,2000,Petrol,Automatic,10499,13,7529,low,Mid-capacity
Mazda,6,2005,Sedan,289820,2000,Petrol,Manual,4499,17,17048,medium,Mid-capacity
Mazda,5,2005,Minivan,299947,1800,Metan/Propan,Manual,5799,17,17643,medium,Mid-capacity
Ford,Fusion,2013,Sedan,127123,1500,Petrol,Automatic,9200,9,14124,medium,Low-capacity
Volkswagen,Passat CC,2010,Sedan,170000,2000,Petrol,Automatic,8700,12,14166,medium,Mid-capacity
Audi,A5,2013,Coupe,76000,2000,Petrol,Automatic,13600,9,8444,low,Mid-capacity
Nissan,X-Trail,2008,Crossover,155000,1998,Metan/Propan,Automatic,7900,14,11071,medium,Mid-capacity
Nissan,Juke,2011,Crossover,200000,1500,Diesel,Manual,7000,11,18181,medium,Low-capacity
BMW,7 Series,2004,Sedan,123456,3000,Diesel,Automatic,2850,18,6858,low,Mid-capacity
Mercedes,Series (W124),1987,Sedan,220000,2597,Metan/Propan,Manual,2250,35,6285,low,Mid-capacity
Mercedes,E Class,2004,Sedan,123456,2700,Diesel,Automatic,2799,18,6858,low,Mid-capacity
Ford,F-150,2013,Pickup,137200,3700,Petrol,Automatic,15700,9,15244,medium,Large-capacity
Ford,Orion,1990,Sedan,170000,1600,Petrol,Manual,700,32,5312,low,Low-capacity
Opel,Zafira,2004,Minivan,400000,1600,Metan/Propan,Manual,3000,18,22222,high,Low-capacity
KIA,Ceed,2015,Universal,197700,1400,Diesel,Manual,6300,7,28242,high,Low-capacity
Volkswagen,Caddy,1998,Minivan,20000,1900,Diesel,Manual,1500,24,833,low,Mid-capacity
Nissan,Qashqai,2014,Crossover,160000,1461,Diesel,Manual,10999,8,20000,high,Low-capacity
Nissan,Qashqai,2014,Crossover,160000,1461,Diesel,Manual,10899,8,20000,high,Low-capacity
Mercedes,A Class,2005,Hatchback,151000,1495,Petrol,Automatic,4500,17,8882,low,Low-capacity
Dacia,Duster,2020,Crossover,11000,1500,Diesel,Manual,15500,2,5500,low,Low-capacity
Volkswagen,Polo,2008,Universal,200000,1200,Petrol,Manual,3200,14,14285,medium,Low-capacity
Volkswagen,Sharan,2003,Minivan,270000,1900,Diesel,Manual,1950,19,14210,medium,Mid-capacity
Opel,Astra,1999,Universal,400000,1700,Diesel,Manual,1700,23,17391,medium,Low-capacity
Suzuki,Ignis,2006,SUV,160000,1300,Petrol,Manual,3250,16,10000,low,Low-capacity
Volkswagen,Passat,2007,Sedan,241000,2000,Petrol,Automatic,5500,15,16066,medium,Mid-capacity
Opel,Vectra,1998,Sedan,220000,1600,Petrol,Manual,2800,24,9166,low,Low-capacity
Skoda,Citigo,2015,Sedan,100800,999,Petrol,Manual,5499,7,14400,medium,Microlitre
Chrysler,Voyager,2005,Minivan,310000,2500,Diesel,Manual,1650,17,18235,medium,Mid-capacity
Ford,Galaxy,2003,Minivan,360000,1900,Diesel,Manual,3650,19,18947,medium,Mid-capacity
Citroen,DS5,2013,SUV,160000,2000,Hybrid,Automatic,12500,9,17777,medium,Mid-capacity
BMW,7 Series,2020,Sedan,10555,2999,Diesel,Automatic,73499,2,5277,low,Mid-capacity
Dacia,Logan Mcv,2020,Universal,17000,900,Petrol,Manual,8600,2,8500,low,Microlitre
Lexus,CT Series,2014,Hatchback,60100,1800,Hybrid,Automatic,14270,8,7512,low,Mid-capacity
Skoda,Octavia,2010,Hatchback,241000,1600,Diesel,Manual,6300,12,20083,high,Low-capacity
Dacia,Dokker,2012,Minivan,250000,1200,Petrol,Manual,4050,10,25000,high,Low-capacity
Volkswagen,Passat,2002,Universal,250000,1800,Petrol,Manual,3650,20,12500,medium,Mid-capacity
Land Rover,Range Rover Sport,2018,SUV,80000,3000,Diesel,Automatic,57000,4,20000,high,Mid-capacity
Nissan,Primera,2005,Sedan,195000,1769,Petrol,Manual,3200,17,11470,medium,Low-capacity
Volkswagen,Transporter,2002,Minivan,500000,2500,Diesel,Manual,5700,20,25000,high,Mid-capacity
Nissan,Qashqai,2014,Crossover,180000,1500,Diesel,Manual,12200,8,22500,high,Low-capacity
Volvo,XC60,2016,SUV,166000,2400,Diesel,Automatic,20900,6,27666,high,Mid-capacity
Volkswagen,Golf,2009,Universal,208000,1400,Petrol,Manual,5000,13,16000,medium,Low-capacity
BMW,5 Series,2005,Universal,270000,2499,Diesel,Automatic,3500,17,15882,medium,Mid-capacity
Toyota,Auris,2017,Universal,204000,1400,Diesel,Manual,9150,5,40800,high,Low-capacity
Audi,80,1992,Sedan,200000,2000,Petrol,Manual,1897,30,6666,low,Mid-capacity
BMW,5 Series,2014,Sedan,217000,2000,Diesel,Automatic,17010,8,27125,high,Mid-capacity
Honda,Civic,1998,Hatchback,250368,1400,Petrol,Manual,3150,24,10432,medium,Low-capacity
Chevrolet,Nubira,2007,Universal,150000,1800,Metan/Propan,Automatic,3200,15,10000,low,Mid-capacity
Nissan,Almera,2004,Hatchback,112233,1500,Diesel,Manual,750,18,6235,low,Low-capacity
Hyundai,Getz,2005,Coupe,190000,1500,Diesel,Manual,2500,17,11176,medium,Low-capacity
Volkswagen,Passat,2013,Sedan,223150,2000,Diesel,Manual,11700,9,24794,high,Mid-capacity
Nissan,Micra,2005,Coupe,86000,1200,Petrol,Automatic,2200,17,5058,low,Low-capacity
Nissan,Maxima,2001,Sedan,350000,3000,Petrol,Automatic,4200,21,16666,medium,Mid-capacity
KIA,Carnival,2001,Microvan,217000,2900,Diesel,Manual,3200,21,10333,medium,Mid-capacity
Nissan,Terrano,1995,SUV,363000,3000,Metan/Propan,Manual,3500,27,13444,medium,Mid-capacity
KIA,Carnival,2002,Minivan,210000,2900,Diesel,Manual,3500,20,10500,medium,Mid-capacity
Dacia,Logan,2005,Sedan,150000,1400,Petrol,Manual,2900,17,8823,low,Low-capacity
Skoda,Fabia,2017,Universal,158000,1422,Diesel,Manual,7900,5,31600,high,Low-capacity
Ford,C-Max,2005,Microvan,219000,2000,Diesel,Manual,1450,17,12882,medium,Mid-capacity
BMW,3 Series,2014,Sedan,80000,1995,Petrol,Automatic,15000,8,10000,low,Mid-capacity
Volkswagen,Touareg,2005,SUV,195000,2461,Diesel,Automatic,8199,17,11470,medium,Mid-capacity
Ford,Ranger,2013,Pickup,200000,2200,Diesel,Manual,15500,9,22222,high,Mid-capacity
Lexus,IS Series,2016,Coupe,89000,2000,Petrol,Automatic,16999,6,14833,medium,Mid-capacity
Skoda,Superb,2017,Sedan,95000,1400,Petrol,Automatic,15999,5,19000,medium,Low-capacity
Land Rover,Range Rover,2015,SUV,52400,4400,Diesel,Automatic,71000,7,7485,low,Large-capacity
Infiniti,QX60,2014,SUV,140000,2500,Hybrid,Automatic,22000,8,17500,medium,Mid-capacity
Volkswagen,Amarok,2016,Pickup,77900,3000,Diesel,Automatic,33300,6,12983,medium,Mid-capacity
Land Rover,Range Rover,2015,SUV,52400,4400,Diesel,Automatic,71000,7,7485,low,Large-capacity
Jeep,Patriot,2007,Crossover,200000,2000,Diesel,Manual,6000,15,13333,medium,Mid-capacity
Toyota,Land Cruiser,2017,SUV,88000,4500,Diesel,Automatic,63000,5,17600,medium,Large-capacity
